,PLAYER_ID,BBallRefUrl,Url,Name,Season,Offensive Position,Defensive Position,Archetype
502,202683,http://www.basketball-reference.com/players/k/kanteen01.html,http://basketball.realgm.com/player/Enes-Kanter/Summary/9273,Enes Kanter,2016,Big,Interior,Diving Big
503,202683,http://www.basketball-reference.com/players/k/kanteen01.html,http://basketball.realgm.com/player/Enes-Kanter/Summary/9273,Enes Kanter,2017,Big,Interior,Diving Big
504,202339,http://www.basketball-reference.com/players/b/bledser01.html,http://basketball.realgm.com/player/Eric-Bledsoe/Summary/5714,Eric Bledsoe,2014,Ball-Handler,Guard,Attacking BH
505,202339,http://www.basketball-reference.com/players/b/bledser01.html,http://basketball.realgm.com/player/Eric-Bledsoe/Summary/5714,Eric Bledsoe,2015,Ball-Handler,Guard,Attacking BH
506,202339,http://www.basketball-reference.com/players/b/bledser01.html,http://basketball.realgm.com/player/Eric-Bledsoe/Summary/5714,Eric Bledsoe,2016,Ball-Handler,Guard,Attacking BH
507,202339,http://www.basketball-reference.com/players/b/bledser01.html,http://basketball.realgm.com/player/Eric-Bledsoe/Summary/5714,Eric Bledsoe,2017,Ball-Handler,Guard,Attacking BH
508,201569,http://www.basketball-reference.com/players/g/gordoer01.html,http://basketball.realgm.com/player/Eric-Gordon/Summary/762,Eric Gordon,2014,Wing,Guard,Slashing Wing
509,201569,http://www.basketball-reference.com/players/g/gordoer01.html,http://basketball.realgm.com/player/Eric-Gordon/Summary/762,Eric Gordon,2015,Wing,Guard,Scoring Wing
510,201569,http://www.basketball-reference.com/players/g/gordoer01.html,http://basketball.realgm.com/player/Eric-Gordon/Summary/762,Eric Gordon,2016,Wing,Guard,Scoring Wing
511,201569,http://www.basketball-reference.com/players/g/gordoer01.html,http://basketball.realgm.com/player/Eric-Gordon/Summary/762,Eric Gordon,2017,Wing,Guard,Scoring Wing
512,201953,http://www.basketball-reference.com/players/m/maynoer01.html,http://basketball.realgm.com/player/Eric-Maynor/Summary/1616,Eric Maynor,2014,Ball-Handler,Guard,Perimeter BH
513,203475,http://www.basketball-reference.com/players/g/greener01.html,http://basketball.realgm.com/player/Erick-Green/Summary/3715,Erick Green,2015,Ball-Handler,Guard,Perimeter BH
