,GROUP_SET,GROUP_ID,GROUP_NAME,TEAM_ID,TEAM_ABBREVIATION,GP,W,L,W_PCT,MIN,OFF_RATING,DEF_RATING,NET_RATING,AST_PCT,AST_TO,AST_RATIO,OREB_PCT,DREB_PCT,REB_PCT,TM_TOV_PCT,EFG_PCT,TS_PCT,PACE,PIE,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,OFF_RATING_RANK,DEF_RATING_RANK,NET_RATING_RANK,AST_PCT_RANK,AST_TO_RANK,AST_RATIO_RANK,OREB_PCT_RANK,DREB_PCT_RANK,REB_PCT_RANK,TM_TOV_PCT_RANK,EFG_PCT_RANK,TS_PCT_RANK,PACE_RANK,PIE_RANK,Season
53,Lineups,1882 - 201960 - 2594 - 200794 - 201952,"Brand,Elton - Carroll,DeMarre - Korver,Kyle - Millsap,Paul - Teague,Jeff",1610612737,ATL,33,21,12,0.636,199.0,105.2,94.2,10.9,0.719,1.53,20.8,0.241,0.807,0.532,0.189,0.553,0.577,95.52,0.576,46,39,12203,4526,54,4994,4804,4312,2978,2395,2803,4593,4616,4165,8443,3818,4373,6651,4436,2013-14
54,Lineups,951 - 2203 - 2547 - 201596 - 2544,"Allen,Ray - Battier,Shane - Bosh,Chris - Chalmers,Mario - James,LeBron",1610612748,MIA,42,28,14,0.667,196.0,117.9,103.2,14.7,0.586,1.7,19.8,0.218,0.742,0.498,0.157,0.618,0.638,94.32,0.569,17,11,12233,4051,55,3613,6347,4041,4641,2176,3456,4830,5900,6200,7403,2852,3238,7117,4529,2013-14
55,Lineups,2564 - 1495 - 1938 - 202695 - 2225,"Diaw,Boris - Duncan,Tim - Ginobili,Manu - Leonard,Kawhi - Parker,Tony",1610612759,SAS,42,33,9,0.786,193.0,113.8,107.0,6.8,0.616,2.2,19.5,0.2,0.749,0.488,0.119,0.549,0.592,95.49,0.553,17,6,12112,3708,57,3971,6872,4610,4224,1200,3525,4939,5878,6259,6129,3882,4086,6662,4722,2013-14
56,Lineups,2200 - 202325 - 203527 - 203088 - 201975,"Gasol,Pau - Johnson,Wesley - Kelly,Ryan - Marshall,Kendall - Meeks,Jodie",1610612747,LAL,15,4,11,0.267,193.0,103.9,107.1,-3.2,0.689,2.13,19.9,0.164,0.712,0.429,0.125,0.507,0.547,102.52,0.481,245,787,12187,7048,56,5145,6880,6459,3186,1220,3428,5665,6287,7170,6301,4356,5034,4226,5780,2013-14
57,Lineups,202399 - 202688 - 203114 - 2585 - 201196,"Adrien,Jeff - Knight,Brandon - Middleton,Khris - Pachulia,Zaza - Sessions,Ramon",1610612749,MIL,15,2,13,0.133,192.0,99.7,113.9,-14.3,0.652,1.61,18.0,0.271,0.738,0.496,0.154,0.465,0.509,92.74,0.423,245,1721,12217,7409,58,6334,7616,7323,3961,2330,4115,3923,5924,6208,7302,6123,6009,7789,6574,2013-14
58,Lineups,2546 - 2199 - 101109 - 203501 - 2747,"Anthony,Carmelo - Chandler,Tyson - Felton,Raymond - Hardaway Jr.,Timothy - Smith,J.R.",1610612752,NYK,27,12,15,0.444,191.0,103.7,106.2,-2.5,0.483,1.25,14.0,0.25,0.753,0.485,0.145,0.504,0.535,96.1,0.487,72,136,12244,6217,59,5163,6678,6391,6590,3081,6024,4022,5339,6277,6953,4370,5271,6392,5725,2013-14
59,Lineups,201163 - 202702 - 200751 - 201951 - 202389,"Chandler,Wilson - Faried,Kenneth - Foye,Randy - Lawson,Ty - Mozgov,Timofey",1610612743,DEN,21,12,9,0.571,186.0,114.6,106.0,8.6,0.636,1.96,19.5,0.313,0.79,0.553,0.139,0.545,0.579,102.02,0.557,128,136,12112,4750,60,3890,6667,4472,4057,1968,3533,3431,5009,3800,6748,3956,4346,4344,4664,2013-14
60,Lineups,101122 - 101133 - 2449 - 202362 - 201228,"Granger,Danny - Mahinmi,Ian - Scola,Luis - Stephenson,Lance - Watson,CJ",1610612754,IND,27,20,7,0.741,185.0,97.2,93.3,3.9,0.521,1.09,14.6,0.251,0.849,0.539,0.175,0.484,0.518,99.48,0.517,72,49,11956,3927,61,6532,4725,4884,5181,3264,5616,4021,4190,4004,8085,5884,5696,5139,5193,2013-14
61,Lineups,201571 - 2430 - 202710 - 2399 - 201959,"Augustin,D.J. - Boozer,Carlos - Butler,Jimmy - Dunleavy,Mike - Gibson,Taj",1610612741,CHI,43,30,13,0.698,183.0,93.7,104.6,-10.9,0.589,1.29,15.5,0.217,0.778,0.498,0.155,0.447,0.5,98.72,0.449,15,8,12217,4025,62,6812,6532,7072,4620,2977,5319,4833,5082,6199,7318,6424,6244,5402,6217,2013-14
62,Lineups,201582 - 202329 - 203076 - 201569 - 203148,"Ajinca,Alexis - Aminu,Al-Farouq - Davis,Anthony - Gordon,Eric - Roberts,Brian",1610612740,NOP,22,8,14,0.364,182.0,93.0,107.1,-14.1,0.518,1.2,16.1,0.193,0.759,0.484,0.173,0.49,0.512,93.95,0.417,113,269,12233,6475,63,6871,6879,7302,5194,3155,5073,5312,5312,6298,8017,5838,5919,7282,6624,2013-14
63,Lineups,2754 - 201144 - 201188 - 2419 - 2216,"Allen,Tony - Conley,Mike - Gasol,Marc - Prince,Tayshaun - Randolph,Zach",1610612763,MEM,16,9,7,0.563,181.0,101.4,97.4,4.0,0.664,1.9,20.2,0.252,0.803,0.52,0.148,0.497,0.527,92.23,0.542,211,216,11956,4806,64,5558,5070,4870,3936,1994,3054,4020,4634,4361,7133,5802,5514,7967,4868,2013-14
64,Lineups,2440 - 201954 - 201933 - 201599 - 200755,"Barnes,Matt - Collison,Darren - Griffin,Blake - Jordan,DeAndre - Redick,JJ",1610612746,LAC,14,9,5,0.643,181.0,111.5,109.0,2.5,0.63,1.8,19.4,0.303,0.661,0.494,0.151,0.549,0.57,93.91,0.517,287,216,11589,4521,66,4275,7059,5000,4079,2089,3570,3505,7392,6215,7225,3890,4509,7290,5188,2013-14
65,Lineups,201971 - 101181 - 1713 - 101145 - 1890,"Blair,DeJuan - Calderon,Jose - Carter,Vince - Ellis,Monta - Marion,Shawn",1610612742,DAL,56,34,22,0.607,181.0,103.8,106.3,-2.5,0.603,1.82,18.6,0.202,0.691,0.454,0.137,0.511,0.543,99.03,0.475,5,5,12273,4594,65,5157,6688,6392,4312,2061,3844,4937,6478,6829,6699,4332,5125,5291,5860,2013-14
66,Lineups,201167 - 201175 - 202699 - 2749 - 202696,"Afflalo,Arron - Davis,Glen - Harris,Tobias - Nelson,Jameer - Vucevic,Nikola",1610612753,ORL,15,6,9,0.4,177.0,106.4,108.6,-2.2,0.606,1.95,18.5,0.255,0.723,0.488,0.13,0.506,0.537,91.28,0.485,245,438,12112,6298,67,4779,7010,6369,4302,1973,3856,4013,6073,6260,6481,4361,5236,8266,5749,2013-14
67,Lineups,203083 - 201943 - 202328 - 2746 - 201155,"Drummond,Andre - Jennings,Brandon - Monroe,Greg - Smith,Josh - Stuckey,Rodney",1610612765,DET,43,15,28,0.349,175.0,108.0,118.5,-10.6,0.554,1.37,16.5,0.39,0.667,0.518,0.171,0.498,0.534,94.87,0.425,15,91,12287,6489,68,4634,8033,7038,4995,2812,4916,2338,6569,4381,7978,5800,5290,6900,6544,2013-14
68,Lineups,203487 - 201150 - 203138 - 202323 - 201152,"Carter-Williams,Michael - Hawes,Spencer - Thompson,Hollis - Turner,Evan - Young,Thaddeus",1610612755,PHI,19,7,12,0.368,171.0,107.5,114.2,-6.7,0.56,1.85,17.9,0.256,0.697,0.476,0.131,0.523,0.55,103.06,0.456,158,342,12203,6474,69,4684,7677,6736,4909,2032,4134,4002,6424,6413,6495,4211,4993,4046,6110,2013-14
69,Lineups,202329 - 201583 - 201569 - 201950 - 201160,"Aminu,Al-Farouq - Anderson,Ryan - Gordon,Eric - Holiday,Jrue - Smith,Jason",1610612740,NOP,10,4,6,0.4,169.0,110.5,108.4,2.1,0.587,2.47,18.1,0.349,0.746,0.529,0.106,0.483,0.511,92.28,0.478,492,787,11801,6298,70,4378,6999,5028,4637,1062,4082,2599,5882,4227,5771,5899,5942,7958,5809,2013-14
70,Lineups,202341 - 201150 - 202323 - 203100 - 201152,"Anderson,James - Hawes,Spencer - Turner,Evan - Wroten,Tony - Young,Thaddeus",1610612755,PHI,22,7,15,0.318,167.0,96.8,101.0,-4.1,0.566,1.43,16.2,0.221,0.699,0.455,0.149,0.474,0.51,104.32,0.467,113,342,12244,6993,71,6551,5926,6522,4858,2743,5015,4822,6417,6730,7167,6001,6006,3739,5973,2013-14
71,Lineups,201979 - 201188 - 201584 - 2419 - 2216,"Calathes,Nick - Gasol,Marc - Lee,Courtney - Prince,Tayshaun - Randolph,Zach",1610612763,MEM,28,21,7,0.75,160.0,90.0,94.8,-4.8,0.678,2.0,19.8,0.161,0.781,0.46,0.132,0.462,0.478,89.77,0.501,62,39,11956,3734,72,7172,4844,6576,3220,1247,3453,5673,5076,6678,6536,6168,7120,8803,5322,2013-14
72,Lineups,2754 - 201144 - 201585 - 2419 - 2216,"Allen,Tony - Conley,Mike - Koufos,Kosta - Prince,Tayshaun - Randolph,Zach",1610612763,MEM,14,6,8,0.429,158.0,100.2,101.5,-1.4,0.5,1.81,16.0,0.295,0.762,0.511,0.121,0.47,0.489,89.79,0.496,287,438,12046,6246,73,5690,6027,6292,5218,2068,5089,3590,5290,4458,6169,6068,6983,8799,5644,2013-14
73,Lineups,2581 - 2200 - 201941 - 202325 - 201975,"Blake,Steve - Gasol,Pau - Hill,Jordan - Johnson,Wesley - Meeks,Jodie",1610612747,LAL,11,6,5,0.545,152.0,100.4,107.6,-7.3,0.658,1.61,19.4,0.179,0.705,0.465,0.16,0.516,0.55,96.86,0.461,424,438,11589,4839,75,5681,6930,6787,3950,2331,3561,5418,6335,6576,7498,4284,4971,6081,6054,2013-14
74,Lineups,203504 - 202330 - 2210 - 202683 - 101107,"Burke,Trey - Hayward,Gordon - Jefferson,Richard - Kanter,Enes - Williams,Marvin",1610612762,UTA,22,4,18,0.182,152.0,103.3,115.9,-12.5,0.616,1.97,17.6,0.218,0.739,0.456,0.12,0.481,0.524,92.05,0.425,113,787,12261,7333,74,5203,7801,7179,4223,1963,4250,4830,5914,6726,6151,5924,5549,8022,6542,2013-14
75,Lineups,203078 - 2400 - 1733 - 1889 - 101110,"Beal,Bradley - Gooden,Drew - Harrington,Al - Miller,Andre - Webster,Martell",1610612764,WAS,17,9,8,0.529,151.0,116.0,104.8,11.2,0.597,2.0,19.1,0.308,0.721,0.517,0.134,0.55,0.58,87.95,0.548,192,216,12046,4875,77,3789,6546,4285,4597,1247,3669,3461,6094,4404,6567,3836,4332,9332,4786,2013-14
76,Lineups,203504 - 202692 - 202324 - 202330 - 101107,"Burke,Trey - Burks,Alec - Favors,Derrick - Hayward,Gordon - Williams,Marvin",1610612762,UTA,34,18,16,0.529,151.0,107.5,103.0,4.5,0.592,1.51,17.5,0.286,0.762,0.517,0.158,0.523,0.554,93.4,0.53,44,65,12252,4875,76,4685,6269,4829,4612,2401,4301,3636,5290,4388,7451,4209,4897,7502,5036,2013-14
77,Lineups,2546 - 200745 - 101109 - 2030 - 202697,"Anthony,Carmelo - Bargnani,Andrea - Felton,Raymond - Martin,Kenyon - Shumpert,Iman",1610612752,NYK,13,7,6,0.538,147.0,101.2,94.5,6.7,0.553,1.85,16.5,0.267,0.815,0.519,0.122,0.468,0.497,90.89,0.529,322,342,11801,4851,78,5597,4825,4631,4998,2033,4907,3938,4571,4365,6195,6089,6898,8425,5038,2013-14
78,Lineups,201147 - 201967 - 201567 - 2755 - 201937,"Brewer,Corey - Cunningham,Dante - Love,Kevin - Martin,Kevin - Rubio,Ricky",1610612750,MIN,37,20,17,0.541,146.0,110.6,107.4,3.1,0.626,1.52,15.6,0.255,0.69,0.46,0.135,0.463,0.565,106.93,0.523,28,49,12255,4850,80,4369,6908,4944,4084,2397,5244,4011,6482,6681,6627,6157,4660,3168,5128,2013-14
79,Lineups,2736 - 202681 - 101139 - 202684 - 2760,"Deng,Luol - Irving,Kyrie - Miles,CJ - Thompson,Tristan - Varejao,Anderson",1610612739,CLE,10,4,6,0.4,146.0,112.4,106.7,5.7,0.688,2.87,20.7,0.281,0.848,0.534,0.103,0.502,0.545,95.74,0.518,492,787,11801,6298,79,4215,6850,4732,3188,869,2842,3826,4195,4099,5701,4381,5069,6570,5185,2013-14
80,Lineups,201571 - 202710 - 201959 - 201149 - 203503,"Augustin,D.J. - Butler,Jimmy - Gibson,Taj - Noah,Joakim - Snell,Tony",1610612741,CHI,34,24,10,0.706,145.0,96.7,107.8,-11.1,0.637,1.44,17.6,0.24,0.678,0.455,0.164,0.483,0.512,89.48,0.453,44,21,12158,4001,81,6567,6944,7084,4007,2708,4256,4595,6553,6728,7610,5897,5920,8891,6173,2013-14
81,Lineups,201609 - 101112 - 101123 - 202693 - 200782,"Dragic,Goran - Frye,Channing - Green,Gerald - Morris,Markieff - Tucker,PJ",1610612756,PHX,37,24,13,0.649,144.0,106.5,107.9,-1.3,0.517,1.22,14.7,0.294,0.754,0.531,0.158,0.502,0.554,102.35,0.492,28,21,12217,4520,82,4772,6951,6291,5195,3091,5584,3607,5336,4177,7422,4380,4898,4266,5671,2013-14
82,Lineups,201571 - 2430 - 202710 - 2399 - 201149,"Augustin,D.J. - Boozer,Carlos - Butler,Jimmy - Dunleavy,Mike - Noah,Joakim",1610612741,CHI,29,19,10,0.655,143.0,112.2,104.2,7.9,0.731,2.17,21.4,0.333,0.778,0.561,0.143,0.522,0.561,93.95,0.553,57,55,12158,4512,83,4230,6504,4531,2937,1204,2640,2629,5082,3618,6895,4223,4768,7279,4720,2013-14
83,Lineups,201945 - 2744 - 203077 - 201177 - 201196,"Henderson,Gerald - Jefferson,Al - Kidd-Gilchrist,Michael - McRoberts,Josh - Sessions,Ramon",1610612766,CHA,21,10,11,0.476,143.0,104.1,99.6,4.5,0.673,2.06,19.4,0.181,0.746,0.492,0.126,0.502,0.548,95.01,0.556,128,181,12187,6183,84,5136,5223,4828,3227,1241,3557,5413,5882,6219,6329,4379,5019,6835,4672,2013-14
84,Lineups,2546 - 2199 - 101109 - 202697 - 2747,"Anthony,Carmelo - Chandler,Tyson - Felton,Raymond - Shumpert,Iman - Smith,J.R.",1610612752,NYK,28,15,13,0.536,142.0,118.4,106.3,12.1,0.578,2.52,17.0,0.301,0.725,0.502,0.093,0.516,0.561,92.31,0.549,62,91,12217,4864,87,3582,6693,4227,4709,940,4556,3509,6062,4513,5438,4276,4773,7944,4772,2013-14
85,Lineups,203078 - 101162 - 2403 - 202322 - 101110,"Beal,Bradley - Gortat,Marcin - Hilario,Nene - Wall,John - Webster,Martell",1610612764,WAS,17,8,9,0.471,142.0,105.3,96.3,9.1,0.653,1.8,20.5,0.216,0.785,0.528,0.156,0.545,0.567,93.93,0.572,192,269,12112,6188,85,4982,4964,4441,3960,2090,2866,4845,5058,4231,7374,3953,4634,7286,4462,2013-14
86,Lineups,201604 - 201945 - 2744 - 201177 - 202689,"Douglas-Roberts,Chris - Henderson,Gerald - Jefferson,Al - McRoberts,Josh - Walker,Kemba",1610612766,CHA,15,8,7,0.533,142.0,102.4,106.7,-4.3,0.491,1.96,15.5,0.142,0.77,0.446,0.099,0.5,0.532,91.87,0.486,245,269,11956,4866,86,5380,6851,6541,6577,1969,5318,5904,5213,6885,5549,4383,5416,8083,5738,2013-14
87,Lineups,201167 - 201175 - 2749 - 203506 - 202696,"Afflalo,Arron - Davis,Glen - Nelson,Jameer - Oladipo,Victor - Vucevic,Nikola",1610612753,ORL,15,9,6,0.6,141.0,98.6,98.8,-0.2,0.563,1.62,16.6,0.205,0.818,0.517,0.134,0.482,0.516,98.58,0.505,245,216,11801,4597,88,6396,5169,6201,4873,2328,4902,4927,4502,4388,6573,5911,5743,5467,5307,2013-14
88,Lineups,201147 - 201567 - 2755 - 201937 - 101142,"Brewer,Corey - Love,Kevin - Martin,Kevin - Rubio,Ricky - Turiaf,Ronny",1610612750,MIN,15,7,8,0.467,141.0,97.1,100.8,-3.7,0.636,1.29,16.2,0.223,0.832,0.529,0.165,0.457,0.52,100.5,0.485,245,342,12046,6191,89,6536,5900,6491,4008,2978,5037,4728,4452,4226,7619,6268,5663,4785,5748,2013-14
89,Lineups,202681 - 101127 - 202684 - 2760 - 203079,"Irving,Kyrie - Jack,Jarrett - Thompson,Tristan - Varejao,Anderson - Waiters,Dion",1610612739,CLE,25,6,19,0.24,141.0,108.3,104.3,4.1,0.491,1.86,14.6,0.308,0.765,0.524,0.105,0.476,0.519,93.55,0.512,82,438,12268,7234,90,4593,6508,4862,6576,2019,5635,3462,5258,4295,5742,5974,5678,7443,5257,2013-14
90,Lineups,201945 - 2744 - 203077 - 202689 - 203469,"Henderson,Gerald - Jefferson,Al - Kidd-Gilchrist,Michael - Walker,Kemba - Zeller,Cody",1610612766,CHA,28,17,11,0.607,139.0,94.4,88.5,5.9,0.606,1.58,16.6,0.285,0.769,0.532,0.144,0.443,0.473,97.3,0.566,62,71,12187,4594,91,6753,4305,4716,4300,2365,4894,3817,5214,4166,6908,6517,7192,5912,4561,2013-14
91,Lineups,201167 - 203090 - 101131 - 2749 - 202696,"Afflalo,Arron - Harkless,Maurice - Maxiell,Jason - Nelson,Jameer - Vucevic,Nikola",1610612753,ORL,10,4,6,0.4,138.0,101.9,111.8,-9.9,0.591,1.51,18.3,0.214,0.764,0.496,0.161,0.527,0.549,96.2,0.432,492,787,11801,6298,94,5476,7331,6992,4614,2400,3991,4881,5283,6206,7535,4160,5000,6353,6428,2013-14
92,Lineups,101115 - 202087 - 202681 - 101139 - 202684,"Bynum,Andrew - Gee,Alonzo - Irving,Kyrie - Miles,CJ - Thompson,Tristan",1610612739,CLE,11,6,5,0.545,138.0,102.3,100.4,1.9,0.504,1.53,15.7,0.293,0.73,0.515,0.138,0.491,0.513,100.5,0.504,424,438,11589,4839,93,5391,5865,5050,5217,2396,5227,3608,5997,4423,6722,5835,5870,4784,5313,2013-14
93,Lineups,201954 - 2037 - 201162 - 201933 - 201599,"Collison,Darren - Crawford,Jamal - Dudley,Jared - Griffin,Blake - Jordan,DeAndre",1610612746,LAC,29,19,10,0.655,138.0,110.0,98.1,11.9,0.655,2.57,19.4,0.266,0.727,0.5,0.105,0.506,0.538,92.44,0.572,57,55,12158,4512,92,4437,5125,4242,3955,933,3585,3956,6002,4515,5750,4363,5217,7894,4464,2013-14
94,Lineups,203089 - 202688 - 201564 - 203114 - 202327,"Henson,John - Knight,Brandon - Mayo,O.J. - Middleton,Khris - Udoh,Ekpe",1610612749,MIL,14,3,11,0.214,137.0,95.7,116.8,-21.1,0.62,1.44,18.1,0.244,0.641,0.441,0.171,0.484,0.507,89.26,0.396,287,1113,12187,7247,95,6650,7909,7797,4206,2718,4085,4576,7454,7074,7975,5887,6112,8958,6908,2013-14
95,Lineups,203145 - 2200 - 202325 - 203088 - 201975,"Bazemore,Kent - Gasol,Pau - Johnson,Wesley - Marshall,Kendall - Meeks,Jodie",1610612747,LAL,10,4,6,0.4,136.0,97.1,108.5,-11.3,0.757,1.74,21.9,0.107,0.684,0.408,0.168,0.543,0.555,105.9,0.446,492,787,11801,6298,96,6533,7002,7101,2579,2145,2509,6118,6515,7586,7813,3969,4889,3374,6247,2013-14
96,Lineups,202687 - 201945 - 203077 - 201177 - 202689,"Biyombo,Bismack - Henderson,Gerald - Kidd-Gilchrist,Michael - McRoberts,Josh - Walker,Kemba",1610612766,CHA,12,6,6,0.5,135.0,89.3,94.6,-5.3,0.639,1.43,15.9,0.227,0.776,0.498,0.146,0.413,0.465,90.49,0.474,371,438,11801,4888,97,7199,4830,6623,4005,2722,5114,4715,5180,6202,7063,6994,7333,8539,5870,2013-14
97,Lineups,202329 - 203076 - 201569 - 203148 - 201880,"Aminu,Al-Farouq - Davis,Anthony - Gordon,Eric - Roberts,Brian - Stiemsma,Greg",1610612740,NOP,22,9,13,0.409,134.0,102.3,105.2,-2.9,0.596,1.63,17.9,0.207,0.778,0.463,0.146,0.507,0.543,92.9,0.486,113,216,12217,6296,98,5394,6597,6434,4598,2320,4138,4912,5082,6598,7056,4358,5132,7726,5732,2013-14
98,Lineups,2546 - 2199 - 101109 - 203143 - 202697,"Anthony,Carmelo - Chandler,Tyson - Felton,Raymond - Prigioni,Pablo - Shumpert,Iman",1610612752,NYK,14,6,8,0.429,134.0,107.7,94.6,13.1,0.574,1.65,19.1,0.218,0.767,0.484,0.157,0.57,0.574,91.09,0.56,287,438,12046,6246,99,4664,4828,4149,4722,2310,3658,4832,5252,6300,7385,3588,4414,8350,4642,2013-14
99,Lineups,203507 - 101141 - 202688 - 2557 - 202336,"Antetokounmpo,Giannis - Ilyasova,Ersan - Knight,Brandon - Ridnour,Luke - Sanders,Larry",1610612749,MIL,11,2,9,0.182,133.0,99.1,94.7,4.4,0.554,1.37,16.8,0.233,0.769,0.502,0.163,0.505,0.525,92.41,0.515,424,1721,12112,7333,100,6363,4836,4835,4994,2814,4666,4652,5214,4511,7579,4369,5534,7910,5221,2013-14
100,Lineups,202692 - 202379 - 203197 - 202330 - 202683,"Burks,Alec - Evans,Jeremy - Garrett,Diante - Hayward,Gordon - Kanter,Enes",1610612762,UTA,32,12,20,0.375,132.0,107.9,101.6,6.3,0.455,1.32,14.8,0.287,0.762,0.525,0.146,0.524,0.559,92.57,0.536,48,136,12271,6443,101,4638,6034,4680,6672,2963,5571,3635,5289,4292,7071,4190,4798,7853,4961,2013-14
101,Lineups,201162 - 2584 - 201933 - 201599 - 101108,"Dudley,Jared - Green,Willie - Griffin,Blake - Jordan,DeAndre - Paul,Chris",1610612746,LAC,13,8,5,0.615,132.0,98.2,96.7,1.5,0.67,2.03,18.3,0.205,0.817,0.502,0.121,0.465,0.503,95.82,0.535,322,269,11589,4579,102,6423,5003,5082,3233,1245,3978,4927,4564,4512,6176,6122,6215,6531,4971,2013-14
102,Lineups,203083 - 201943 - 202328 - 202713 - 201155,"Drummond,Andre - Jennings,Brandon - Monroe,Greg - Singler,Kyle - Stuckey,Rodney",1610612765,DET,23,8,15,0.348,131.0,108.0,115.0,-7.0,0.42,1.31,13.3,0.352,0.721,0.528,0.137,0.504,0.526,95.76,0.442,106,269,12244,6490,103,4632,7751,6767,6879,2968,6257,2588,6097,4233,6703,4374,5518,6563,6312,2013-14
103,Lineups,201158 - 1495 - 202695 - 2225 - 201168,"Belinelli,Marco - Duncan,Tim - Leonard,Kawhi - Parker,Tony - Splitter,Tiago",1610612759,SAS,20,17,3,0.85,130.0,101.4,94.9,6.5,0.736,2.38,21.9,0.244,0.81,0.53,0.131,0.494,0.515,96.77,0.575,143,71,10526,3539,106,5557,4852,4649,2923,1076,2513,4572,4602,4183,6508,5816,5837,6120,4445,2013-14
104,Lineups,203083 - 201943 - 202713 - 2746 - 201155,"Drummond,Andre - Jennings,Brandon - Singler,Kyle - Smith,Josh - Stuckey,Rodney",1610612765,DET,38,16,22,0.421,130.0,112.2,104.8,7.4,0.55,1.78,18.3,0.297,0.739,0.532,0.14,0.55,0.576,97.42,0.578,26,81,12273,6285,105,4229,6553,4570,5008,2094,3990,3583,5915,4164,6759,3836,4383,5867,4417,2013-14
105,Lineups,201945 - 2744 - 201177 - 203106 - 202689,"Henderson,Gerald - Jefferson,Al - McRoberts,Josh - Taylor,Jeff - Walker,Kemba",1610612766,CHA,13,5,8,0.385,130.0,99.1,98.3,0.8,0.564,1.9,16.5,0.194,0.777,0.458,0.113,0.464,0.507,96.55,0.497,322,580,12046,6438,104,6365,5139,5139,4870,1995,4915,5309,5178,6709,5988,6154,6086,6219,5636,2013-14
106,Lineups,2430 - 202710 - 2736 - 201149 - 201565,"Boozer,Carlos - Butler,Jimmy - Deng,Luol - Noah,Joakim - Rose,Derrick",1610612741,CHI,8,5,3,0.625,129.0,102.5,92.0,10.6,0.66,2.0,18.5,0.289,0.742,0.529,0.128,0.46,0.511,92.2,0.589,713,580,10526,4537,107,5334,4609,4344,3946,1247,3878,3630,5901,4224,6424,6207,5951,7978,4285,2013-14
107,Lineups,708 - 2207 - 2733 - 1718 - 101114,"Garnett,Kevin - Johnson,Joe - Livingston,Shaun - Pierce,Paul - Williams,Deron",1610612751,BKN,13,9,4,0.692,129.0,107.5,89.9,17.5,0.6,1.71,18.6,0.162,0.764,0.47,0.142,0.534,0.58,90.92,0.605,322,216,11234,4027,108,4687,4410,3791,4313,2159,3827,5670,5285,6505,6815,4078,4331,8409,4081,2013-14
108,Lineups,201942 - 200768 - 202335 - 203082 - 202685,"DeRozan,DeMar - Lowry,Kyle - Patterson,Patrick - Ross,Terrence - Valanciunas,Jonas",1610612761,TOR,26,17,9,0.654,128.0,118.7,111.1,7.6,0.561,2.14,18.1,0.278,0.699,0.493,0.116,0.552,0.588,92.79,0.499,76,71,12112,4514,109,3551,7248,4546,4900,1216,4072,3837,6416,6218,6060,3827,4145,7773,5629,2013-14
109,Lineups,2736 - 202681 - 101127 - 202684 - 203092,"Deng,Luol - Irving,Kyrie - Jack,Jarrett - Thompson,Tristan - Zeller,Tyler",1610612739,CLE,12,7,5,0.583,127.0,105.8,99.1,6.7,0.663,2.09,19.7,0.243,0.705,0.492,0.13,0.5,0.54,92.97,0.555,371,342,11589,4735,110,4936,5193,4625,3938,1229,3471,4579,6336,6225,6479,4383,5182,7678,4708,2013-14
110,Lineups,2546 - 200745 - 101109 - 202697 - 2747,"Anthony,Carmelo - Bargnani,Andrea - Felton,Raymond - Shumpert,Iman - Smith,J.R.",1610612752,NYK,16,6,10,0.375,126.0,101.5,91.1,10.5,0.583,1.75,16.6,0.235,0.853,0.531,0.126,0.474,0.516,94.91,0.57,211,438,12158,6443,111,5525,4506,4350,4648,2101,4888,4621,4170,4178,6337,6002,5750,6881,4527,2013-14
111,Lineups,2440 - 201954 - 2037 - 201933 - 201599,"Barnes,Matt - Collison,Darren - Crawford,Jamal - Griffin,Blake - Jordan,DeAndre",1610612746,LAC,25,19,6,0.76,124.0,115.3,104.0,11.2,0.606,1.7,17.4,0.333,0.738,0.527,0.142,0.516,0.572,99.65,0.56,82,55,11801,3732,112,3840,6430,4278,4300,2175,4347,2629,5923,4245,6811,4281,4441,5075,4633,2013-14
112,Lineups,101138 - 201573 - 201145 - 2743 - 200765,"Bass,Brandon - Bayless,Jerryd - Green,Jeff - Humphries,Kris - Rondo,Rajon",1610612738,BOS,14,4,10,0.286,124.0,92.9,111.2,-18.3,0.724,1.54,19.0,0.252,0.746,0.502,0.171,0.457,0.491,93.02,0.412,287,787,12158,7009,113,6896,7269,7612,2967,2394,3691,4018,5887,4510,7974,6270,6962,7664,6681,2013-14
113,Lineups,203504 - 202692 - 202324 - 202330 - 202683,"Burke,Trey - Burks,Alec - Favors,Derrick - Hayward,Gordon - Kanter,Enes",1610612762,UTA,24,6,18,0.25,123.0,110.1,115.0,-4.8,0.58,1.49,16.9,0.348,0.735,0.533,0.158,0.502,0.551,95.97,0.463,92,438,12261,7049,115,4423,7750,6582,4694,2695,4578,2601,5947,4161,7453,4378,4969,6488,6013,2013-14
114,Lineups,202326 - 2501 - 200752 - 203492 - 203463,"Cousins,DeMarcus - Evans,Reggie - Gay,Rudy - McCallum,Ray - McLemore,Ben",1610612758,SAC,11,4,7,0.364,123.0,95.4,114.5,-19.1,0.607,1.13,16.6,0.274,0.805,0.513,0.198,0.47,0.517,93.96,0.383,424,787,11956,6475,114,6668,7718,7651,4297,3236,4892,3866,4629,4442,8596,6070,5718,7278,7059,2013-14
